Horodateur,Catégorie,Type de Question,Question,Réponse,Quelle est la difficulté de la question ? (subjectif),Votre nom,"Est-ce une question Troll ? (réponse sincère attendue, on pourra peut-être en faire un aspect du Trivial)",Nombre de Question
16/01/2020 16:36:28,Histoire (Politique & Date),Question classique,Qui a été Ministre des Sports sous sarkozy entre 2010 et 2011 ?,Chantal Jouanno,5,Clem,Non,
16/01/2020 16:37:54,"Géographie (Cartographie & Géographie humaine), Montreuil",Question classique,Quel était le prénom du Docteur Calmette ?,Albert,5,Clem,Non,
16/01/2020 16:39:51,Histoire (Politique & Date),Question classique,Qui a été par deux fois Président de la Veme République par intérim ?,Alain Poher,5,Clem,Non,
16/01/2020 16:41:45,Histoire (Politique & Date),Question classique,De quoi CFDT est-il l'acronyme ?,De la Confédération Française Démocratique du Travail,2,Clem,Non,
16/01/2020 16:46:41,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Qu'ont créés Jacques Rouxel et Jean-Paul Couturier ?,Les Shadoks,3,Clem,Non,
16/01/2020 16:48:16,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Quels créatures n'utilisent que les mots ""GA"", ""BU"", ""ZO"" et ""MEU"" pour s'exprimer ?",Les Shadoks,3,Clem,Non,
16/01/2020 16:53:43,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)","QCM (séparer les choix avec des "";"" )","Laquelle de ces géométries n'est pas étudiée en mathématiques : ""Géométrie Hyperbolique"", ""Géométrie sous-Riemanienne"", ""Géométrie aléoutienne"", ""Géométrie tropicale"",  ""Géométrie Euclidienne""",Géométrie aléoutienne,4,Félicien,Non,
16/01/2020 17:16:37,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Quel jeu-vidéo a été vendu a plus de 176 millions d'exemplaire de sa sortie au 17 mai 2019 ?,Minecraft,2,Clem,Non,
16/01/2020 17:19:49,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Comment s'appelle la première vidéo Youtube uploadé ?,Me at the zoo,5,Clem,Non,
16/01/2020 17:24:29,Géographie (Cartographie & Géographie humaine),Question classique,Quelle est la monnaie du Laos ?,Le KIP,4,Félicien,Non,
16/01/2020 17:24:33,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Sous quel pseudonyme est connu Felix Arvid Ulf Kjellberg ?,PewDiePie,4,Clem,Non,
16/01/2020 17:25:50,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Quelle youtubeur à le plus grand nombre d'abonné au 1er janvier 2020 ?,PewDiePie,1,Clem,Non,
16/01/2020 17:28:28,Histoire (Politique & Date),Question classique,Quel événement voit la Bande de Gaza tomber sous contrôle israëlien ?,La guerre de six jours (en juin 1967),2,Félicien,Non,
16/01/2020 17:30:44,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Quel écrivain russe compose ""La mort du poète"", poème relatant la mort tragique de Pouchkine ?",Mikhail Lermontov,5,Félicien,Non,
16/01/2020 17:33:19,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Comment s'appelle l'avion qui s'écrase sur l'île dans Lost ?,Oceanic 815,5,Félicien,Non,
16/01/2020 17:36:36,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quelle est l'équation de base de la physique quantique ?,L'équation de Schrodinger,3,Félicien,Non,
16/01/2020 17:39:43,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel tennisman détient le plus de titre sur le circuit ATP ?,"Jimmy Connors (vérifier lors de la lecture, car Federer a pu le dépasser entretemps!)",3,Félicien,Non,
16/01/2020 20:13:02,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Dans le programme court ""bloqués"", qu'est ce que l'ex d'Oral n'aime pas dans les pizzas ?",Les anchois,3,B2o,Non,
16/01/2020 20:20:07,Géographie (Cartographie & Géographie humaine),Question classique,Combien d'habitants y a t-il à Reims  ? (+/-  10 000),182 460 habitants,3,,Non,
16/01/2020 20:23:28,Géographie (Cartographie & Géographie humaine),Question classique,Comment appelle t-on les habitants d'issy-les-moulineaux ? ,"Isséens, isséennes",,,Non,
16/01/2020 20:26:02,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)","QCM (séparer les choix avec des "";"" )","Comment dit-on ""ami"" en elfique ? ""Mellon""; ""Pasteque""; ""Eldarinwa""; ""Rillettes""","""Mellon""",1,Max,Non,
16/01/2020 20:27:57,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Quels est le prénom de Coridon, célèbre joueur du Paris Saint Germain ?",Charles-Edouard,2,Max,Non,
16/01/2020 20:32:20,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)","QCM (séparer les choix avec des "";"" )","Pour Manuel Valls en 2016, ""........., c'est déjà excuser"" : Détailler; Analyser; Comprendre; Expliquer","Expliquer, à propos des travaux des sociologues sur les problèmes en banlieue",3,Max,Non,
16/01/2020 20:36:14,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)","QCM (séparer les choix avec des "";"" )",Lequel de ces noms n'est pas un surnom de Gandalf ? Incanus; Olòrin; Tharkun; Alatar,Alatar,5,Max,Non,
16/01/2020 20:38:46,Géographie (Cartographie & Géographie humaine),"QCM (séparer les choix avec des "";"" )",La projection de Mercator conserve : Les angles et les aires; Les aires; Les angles; Les distances et les aires,Les angles,3,Max,Non,
16/01/2020 20:40:15,Histoire (Politique & Date),Question classique,Quel roi a terriblement souffert d'une fistule anale ?,Louis XIV (opéré avec succès en 1686),2,Max,Non,
16/01/2020 20:44:26,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Lors de la première saison de Game of Thrones, combien y a t'il eu de morts parmi les principaux personnages ? (à deux morts près)",31 morts,3,Max,Non,
16/01/2020 20:53:03,Géographie (Cartographie & Géographie humaine),Question classique,Dans quel parc naturel se trouve la ville de Rocamadour ?,Le parc naturel des causses du Quercy,2,Félicien,Non,
16/01/2020 20:54:54,Histoire (Politique & Date),Question classique,Citez deux des quatre présidents français décédés en cours de mandat," Sadi Carnot, Félix Faure, Paul Doumer et Georges Pompidou",5,Félicien,Non,
16/01/2020 20:57:05,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel roman provoqua une vague de suicide en Europe à la fin du XVIIIè siècle ?,Les souffrances du jeune Werther (de Goethe),3,Félicien,Non,
16/01/2020 20:58:30,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Quelle jeune fille meurt au début de la série Twin Peaks ?,Laura Palmer,2,Félicien,Non,
16/01/2020 21:01:05,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Citez deux cépages bourguignons.,"Le Pinot noir, le Gamay, le Chardonnay et l'Aligoté.
",3,Félicien,Non,
16/01/2020 21:01:58,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Combien vaut la lettre P au scrabble ?,3,1,Félicien,Non,
16/01/2020 22:04:15,Montreuil,Question classique,On rigole on rigole mais qui a chier dans les chiottes de Sandrine en bourgogne?,Alice ,3,Alice,Non,
16/01/2020 22:10:24,Géographie (Cartographie & Géographie humaine),Question classique,Quel pont parisien relie les 4eme et 5eme arrondissement dans l'axe du boulevard Henri IV pour arriver boulevard Saint-Germain? ,Sully,3,ZazaLeDoc',Non,
16/01/2020 22:12:21,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)","QCM (séparer les choix avec des "";"" )","Quel est la page la plus aimé sur le Facebook français ? ""Nike Football"",  ""Oasis Fun"", ""PSG"", ""Louis Vitton""",Louis Vitton,2,B2o,Non,
16/01/2020 22:16:00,Histoire (Politique & Date),Question classique,En quelle année Nikita Khrouchtchev fût il destitué de ses fonctions de premier secretaire de l'URSS? ,1964,3,ZazaLeDoc',Non,
16/01/2020 22:18:09,Montreuil,Question classique,Quel est le taux de réussite au baccalauréat au lycée Jean jaurès (Montreuil) en 2018 ?,87%,3,B2o,Non,
16/01/2020 22:23:41,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Quel nom porte l'ensemble des romans, essais et nouvelles d'Honoré de Balzac dont l'ecriture s'échelonne entre 1829 et 1850? ",La comédie Humaine ,3,ZazaLeDoc',Non,
16/01/2020 22:24:57,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Qui a inventé le bouée de sauvetage ? ,Léonard de Vinci ,3,B2o,Non,
16/01/2020 22:27:20,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"En 2019 dans la pub ""M&M's"" ou sont les ""M&M's crispy"" ? ",Les M&M's crispy sont là,2,ZazaLeDoc',Non,
16/01/2020 22:32:02,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)","QCM (séparer les choix avec des "";"" )","Quelle hormone est sécrètée par l'hypophyse ?
""LH"" ""GnRH"" ""HCG"" ou ""TCH""",LH,3,ZazaLeDoc',Non,
16/01/2020 22:36:59,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,D'où tient la renommée du Dr Albert Calmette ? ,La mise au point de la vaccination contre la tuberculose,3,B2o,Non,
16/01/2020 22:39:03,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)","QCM (séparer les choix avec des "";"" )","Quel est le meilleur marqueur (en points) de l'histoire de la ""National Basketball Association"" (NBA)? 
""LeBron James"" ""Kobe Bryant"" ""Karl Malone"" ou ""Kareem Abdul-Jabbar""",Kareem Abdul-Jabbar,3,ZazaLeDoc',Non,
16/01/2020 22:41:41,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...), Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Sur plateau du Monopoly (Paris classique), à quel lieux correspond la première case (après la case départ) ? 
",Boulevard de Belleville ,1,B2o,Non,
16/01/2020 22:47:07,Montreuil,Question classique,"Lors des vacances du ""Moulin"" avec quel sirop avions nous l'habitude de couper nos shots de vodka ? ",Violette ,4,ZazaLeDoc',Non,
16/01/2020 22:51:16,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"En football, combien de Coupe de France le PSG a t'il remporté ? ",12,4,ZazaLeDoc',Non,
16/01/2020 22:55:23,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,En mathématique quel est l'élément neutre de la division? ,1,2,ZazaLeDoc',Non,
16/01/2020 22:56:56,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui a écrit la phrase ""on ne nait pas femme on le devient"" ? ",Simone De Beauvoire ,2,B2o,Non,
16/01/2020 22:59:16,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)","QCM (séparer les choix avec des "";"" )","Dans quel album Tintin et le capitaine Haddock se rencontrent ils? 
""Les cigares du Pharaon"" ""Le crabe aux pinces d'or"" ""L'Ile mystérieuse"" ou ""Le secret de la Licorne""",Le crabe aux pinces d'or,3,ZazaLeDoc',Non,
16/01/2020 23:00:00,Histoire (Politique & Date),Question classique,"En quelle année Nicolas Sarkozy prononce la phrase « Casse-toi, pauv' con ! » lors de sa visite officielle au Salon de l'agriculture ?",2008,1,B2o,Non,
16/01/2020 23:02:59,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Quel groupe chante ""Friday I'm in love"" en 1992? ",The Cure,4,ZazaLeDoc',Non,
16/01/2020 23:15:57,Histoire (Politique & Date),Question classique,Comment s'appelait la mère de Louis XIV ? ,Anne d'Autriche,2,ZazaLeDoc',Non,
16/01/2020 23:17:32,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Si ton tonton tond ton tonton ton tonton sera? ,Tondu,1,ZazaLeDoc',Non,
16/01/2020 23:23:38,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"En quelle année la société américaine ""Apple""  a-t-elle était créée ? ""1973"";  ""1977""; ""1981"",""1989""",1977,3,B2o,Non,
16/01/2020 23:30:35,Géographie (Cartographie & Géographie humaine),Question classique,À quelle station les lignes 10 et 13 du métro parisien se rencontrent elles? ,Duroc,3,ZazaLeDoc',Non,
16/01/2020 23:40:22,Montreuil,Question classique,"Quel jeux fut inventé par Shervin Le Du, Alix Bourrée et Roman Bourrée dans le but d'aller acheter une bouteille de coca-cola? ",Le jeu de l'amour et de la vérité,2,ZazaLeDoc',Non,
16/01/2020 23:58:42,Montreuil,Question classique,Qui se sont battus? ,Les 3 poils de ton cul,3,ZazaLeDoc',Oui,
17/01/2020 00:04:38,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Le saint-marcellin est un fromage à base de lait de quel animal ? ,vache ,1,B2o,Non,
17/01/2020 00:06:20,Montreuil,Question classique,Quelle est l'année de naissance de Zaza ? ,2007,2,B2o,Non,
17/01/2020 00:12:36,Montreuil,Question classique,"Quelle est l'adresse du cinéma ""Le Méliès"" à Montreuil ? ","12 Place Jean Jaurès, 93100 Montreuil",4,B2o,Non,
17/01/2020 00:36:08,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Quel est le nom de la première vidéo Youtube ?,Me at the zoo,3,Marius,Non,
17/01/2020 00:40:38,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,A combien d'exemplaires un album doit se vendre pour être disque de diamant ?,500000,2,Marius,Non,
17/01/2020 00:51:42,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)","QCM (séparer les choix avec des "";"" )","Au basket, comment s'appelle la zone présente sous le panier ? La raquette ; Le tiroir ; La pédale ; La piste",La raquette,2,Marius,Non,
17/01/2020 01:07:46,Géographie (Cartographie & Géographie humaine),Question classique,Quel pays respecte le plus l'égalité hommes-femmes ?,Islande,3,Marius,Non,
17/01/2020 01:19:11,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)","QCM (séparer les choix avec des "";"" )",Qui a inventé la chatière ? Albert Einstein ; Mileva Marić ; Isaac Newton ; Cléopâtre ,Newton,2,Marius,Non,
17/01/2020 01:21:46,Histoire (Politique & Date),Question classique,Comment s'appelle l'époux de Néfertiti ?,Akhenaton (Amenhotep IV),5,Marius,Non,
17/01/2020 02:10:38,Histoire (Politique & Date),Question classique,Quel est le premier empereur romain ?,Auguste / Octave,3,Marius,Non,
17/01/2020 10:41:32,Géographie (Cartographie & Géographie humaine),Question classique,Quelle est la capitale du Tchad ?,N'Djaména,4,Clem,,
17/01/2020 10:44:46,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,À quel courant artistique appartient le peintre Piet Mondrian ?,L'art abstrait,2,Clem,Non,
17/01/2020 10:49:32,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel peintre est considéré comme le pionnier de l'art abstrait ?,Vassily Kandinsky,3,Clem,Oui,
17/01/2020 11:10:54,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Qu'entraîne une électrocution ?,La mort.,1,Clem,Non,
17/01/2020 13:59:10,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Dans le jeu de société Catane extension villes et chevaliers, quel est le nombre de points de victoires nécessaires pour gagner une partie ?",13,2,Tiéno,Non,
17/01/2020 14:00:41,Histoire (Politique & Date),Question classique,En quelle année est mort Che Guevara ?,1967,4,Tiéno,Non,
